Question,Chance1_model1,Prediction1_model1,Chance2_model1,Prediction2_model1,Chance3_model1,Prediction3_model1,Chance1_model2,Prediction1_model2,Chance2_model2,Prediction2_model2,Chance3_model2
What is your preferred method of exercise or physical activity?,0.0753028172350031,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0735382483989676,301-docs-assets-imports-introduction-to-imports-.md,0.0601777544097421,29-docs-analytics-segmentations-.md,0.7530266344547272,193-docs-automation-data-transformation-and-imports-transformations-and-data-operators-edit-values-.md,0.7467643171548843,15-docs-analytics-.md,0.7412582784891129
"Do you enjoy playing video games? If so, what is your favorite game?",0.0294396587075821,149-docs-automation-integration-google-ads-.md,0.0245461129634962,2-docs-ai-search-configuring-ai-search-create-index-.md,0.0173084145912798,288-docs-assets-events-event-reference-items-.md,0.7106703668832779,390-docs-settings-report-.md,0.7102752029895782,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7068553268909454
"Have you traveled to any foreign countries? If so, which one was your favorite and why?",0.0368263438114661,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.035149035903696,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.0258729942973008,288-docs-assets-events-event-reference-items-.md,0.6938332170248032,390-docs-settings-report-.md,0.6838300824165344,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.6829728931188583
Can you recommend any good hiking trails in your area?,0.1131062622115252,250-docs-campaign-recommendations-v2-.md,0.1125252048971429,262-docs-campaign-recommendations-v2-distributing-recommendations-.md,0.1008423651829045,256-docs-campaign-recommendations-v2-creating-section-recommendations-.md,0.7366458475589752,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7357920408248901,101-docs-automation-triggers-audience-node-.md,0.732487291097641
Do you have any hobbies or interests that you are currently pursuing?,0.0775470592699131,306-docs-assets-files-explorer-.md,0.0612357396220504,102-docs-automation-triggers-client-event-node-.md,0.056824493875136,109-docs-automation-conditions-client-event-filter-node-.md,0.7502701580524445,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7408027350902557,243-docs-campaign-screen-views-creating-screen-views-.md,0.5475827894369711
What is the most memorable vacation you have ever been on?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.6947802603244781,390-docs-settings-report-.md,0.73287034034729,101-docs-automation-triggers-audience-node-.md,0.7053284049034119
"If you could have dinner with anyone, dead or alive, who would it be and why?",0.0374232776237232,241-docs-campaign-screen-views-whats-new-.md,0.0247264971822908,323-docs-predictions-predictions-introduction-.md,0.0201390413752081,301-docs-assets-imports-introduction-to-imports-.md,0.6980507373809814,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6909930258989334,4-docs-ai-search-configuring-ai-search-query-rules-.md,0.4948671457492186
What is your favorite holiday destination?,0.0868512258680608,267-docs-campaign-marketing-calendar-.md,0.0320223155357919,288-docs-assets-events-event-reference-items-.md,0.0273307918591377,163-docs-automation-integration-google-cloud-storage-get-file-from-gcs-.md,0.7600269913673401,1-docs-ai-search-configuring-ai-search-.md,0.7212728559970856,209-docs-campaign-e-mail-creating-email-campaigns-.md,0.7166535705327988
"Do you enjoy playing sports? If so, which one is your favorite?",0.0242292409917076,288-docs-assets-events-event-reference-items-.md,0.0189105604210737,276-docs-assets-events-.md,0.0137053545592903,104-docs-automation-triggers-scheduled-run-.md,0.7193204462528229,15-docs-analytics-.md,0.710224986076355,373-docs-settings-tool-magento-integration-multistore-support-.md,0.5102222762138613
What is your go-to book or movie when you need some entertainment?,0.0233437977293692,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.019664479739254,75-docs-analytics-geoanalytics-creating-geoanalytics-.md,0.0178911647992234,300-docs-assets-imports-.md,0.7598236501216888,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7356956750154495,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7223710715770721
"Have you ever been on a road trip? If so, what was your most memorable experience?",0.0380496907582999,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0352667765450586,0-docs-ai-search-introduction-to-ai-search-.md,0.0216464314630348,62-docs-analytics-sankey-charts-.md,0.6917314976453781,390-docs-settings-report-.md,0.7118819355964661,101-docs-automation-triggers-audience-node-.md,0.6925675868988037
"Do you have any pets? If not, is there a particular animal you would like as a pet?",0.0467154687489869,323-docs-predictions-predictions-introduction-.md,0.0301408487642124,301-docs-assets-imports-introduction-to-imports-.md,0.0294009233961715,238-docs-campaign-Webpush-creating-webpush-templates-.md,0.7182304561138153,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7189521640539169,92-docs-analytics-i_events-parameter-operators-.md,0.7079606801271439
What is your favorite music genre or artist?,0.0244777946581643,288-docs-assets-events-event-reference-items-.md,0.0191045528424219,276-docs-assets-events-.md,0.0100907042279501,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7239744961261749,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.721457913517952,38-docs-analytics-trends-creating-trends-.md,0.5357951933242275
"If you could travel back in time, which era would you choose to visit and why?",0.0992425129431164,91-docs-analytics-i_profile-filter-.md,0.0755130269234403,102-docs-automation-triggers-client-event-node-.md,0.0732394740096284,92-docs-analytics-i_events-parameter-operators-.md,0.7345224171876907,104-docs-automation-triggers-scheduled-run-.md,0.7212522327899933,390-docs-settings-report-.md,0.7187248915433884
How can one improve their public speaking skills?,0.0621606528978413,20-docs-analytics-analytics-dashboard-sharing-dashboards-.md,0.0615933200996828,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0554476248660308,175-docs-automation-integration-sftp-integrations-create-directory-.md,0.755325973033905,221-docs-campaign-Mobile-first_run_message-.md,0.7469872683286667,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7422857135534286
What are some effective strategies for saving money?,0.133118356975788,74-docs-analytics-geoanalytics-introduction-to-geoanalytics-.md,0.1014854556321959,73-docs-analytics-geoanalytics-.md,0.0933018441560319,242-docs-campaign-screen-views-introduction-to-screen-views-.md,0.768279641866684,248-docs-campaign-promotions-creating-promotions-.md,0.7573870718479156,249-docs-campaign-promotions-managing-promotions-.md,0.7555526494979858
What are the benefits of practicing yoga regularly?,0.0535287961295149,325-docs-predictions-predictions-quickstart-.md,0.0521519064384129,15-docs-analytics-.md,0.0413333661024171,16-docs-analytics-analytics-dashboard-.md,0.7411715239286423,390-docs-settings-report-.md,0.7366124987602234,202-docs-campaign-e-mail-.md,0.7327595055103302
How do you choose the right college major?,0.1111761226773432,91-docs-analytics-i_profile-filter-.md,0.0691884838533468,89-docs-analytics-analytics-scenarios-connecting-events-in-crm-.md,0.0633676187702003,387-docs-settings-configuration-customer-tag-.md,0.7538366615772247,193-docs-automation-data-transformation-and-imports-transformations-and-data-operators-edit-values-.md,0.7509042322635651,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7498316764831543
What are some healthy and delicious breakfast ideas?,0.0464575231938952,240-docs-campaign-screen-views-.md,0.0149942173269494,331-docs-predictions-predictions-concepts-.md,0.0149000617654867,246-docs-campaign-promotions-introduction-to-promotions-.md,0.7440440803766251,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7028792351484299,390-docs-settings-report-.md,0.5078577279138865
How can one develop good communication skills?,0.103895735387127,321-docs-assets-schema-builder-schema-api-.md,0.0985322050987381,367-docs-settings-tool-tracking_codes-.md,0.0718620864909824,235-docs-campaign-Webpush-introduction-to-webpush-.md,0.7627188265323639,119-docs-automation-actions-.md,0.7552146315574646,201-docs-campaign-.md,0.746666818857193
What are some tips for planning a successful road trip?,0.0478240801780509,385-docs-settings-configuration-ai-engine-configuration-feed-status-.md,0.0348255773635647,56-docs-analytics-reports-introduction-to-reports-.md,0.0289685516754663,101-docs-automation-triggers-audience-node-.md,0.736684575676918,328-docs-predictions-predictions-quickstart-custom-.md,0.7254555523395538,96-docs-automation-introduction-to-automation-.md,0.5926868097472306
How does music impact our emotions and well-being?,0.0143117111895516,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.0139140210591477,101-docs-automation-triggers-audience-node-.md,0.0137153792378059,256-docs-campaign-recommendations-v2-creating-section-recommendations-.md,0.7470745593309402,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7257745414972305,390-docs-settings-report-.md,0.7163771688938141
What is your favorite way to stay active and exercise?,0.0508298083392092,276-docs-assets-events-.md,0.0443910385664517,359-docs-settings-identity-access-management-iam-for-apps-.md,0.042638000203993,336-docs-crm-crm-profile-.md,0.745769590139389,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7404639720916748,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.5559907184139234
Where is your dream travel destination and why?,0.024320217565959,163-docs-automation-integration-google-cloud-storage-get-file-from-gcs-.md,0.0181189444831437,164-docs-automation-integration-google-cloud-storage-send-file-to-gcp-.md,0.0143983314139711,156-docs-automation-integration-google-bigquery-upload-data-to-bigquery-.md,0.7146240621805191,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7574368417263031,1-docs-ai-search-configuring-ai-search-.md,0.7188308238983154
How do you prefer to relax and unwind after a long day?,0.1314195128494284,283-docs-assets-events-event-reference-default-events-.md,0.1020544309230336,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.063364102150196,263-docs-campaign-personalized-promotions-.md,0.7429100871086121,389-docs-settings-configuration-time-optimizer-.md,0.7281616926193237,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7263171672821045
What is your go-to dessert of choice?,0.0632682159391618,61-docs-analytics-reports-removing-reports-.md,0.0477850811386524,363-docs-settings-identity-access-management-single-sign-on-tutorials-.md,0.0454079127091809,311-docs-assets-documents-removing-documents-.md,0.7487695068120956,193-docs-automation-data-transformation-and-imports-transformations-and-data-operators-edit-values-.md,0.7380346208810806,189-docs-automation-data-transformation-and-imports-transformations-and-data-operators-add-column-.md,0.7376638352870941
"What is your favorite book or novel, and what makes it special to you?",0.0327244013184506,118-docs-automation-flow-control-split-path-node-.md,0.0298186802643612,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.0283612346970213,93-docs-analytics-i_events-parameter-value-.md,0.7514908611774445,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7254569679498672,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7186309546232224
Do you have any special talents or skills outside of your professional life?,0.0361349567232577,211-docs-campaign-SMS-.md,0.0325077563448459,127-docs-automation-actions-send-webpush-node-.md,0.0264261631199823,118-docs-automation-flow-control-split-path-node-.md,0.7449391335248947,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7312741875648499,96-docs-automation-introduction-to-automation-.md,0.7266421765089035
"What is your favorite type of music, and why do you enjoy it?",0.037859791950089,288-docs-assets-events-event-reference-items-.md,0.0225790834928597,92-docs-analytics-i_events-parameter-operators-.md,0.0222030149999414,276-docs-assets-events-.md,0.7221251577138901,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7169116735458374,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7114908993244171
How do you like to spend your weekends or free time?,0.1003509141450408,114-docs-automation-flow-control-optimize-time-.md,0.0647084694627088,389-docs-settings-configuration-time-optimizer-.md,0.0627595078832308,123-docs-automation-actions-send-email-.md,0.7459370940923691,114-docs-automation-flow-control-optimize-time-.md,0.7382421791553497,114-docs-automation-flow-control-optimize-time-.md,0.5458534726407471
"Have you ever participated in any extreme sports or adventurous activities? If so, which ones?",0.0355510706503156,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0339911162485927,101-docs-automation-triggers-audience-node-.md,0.0283986181954881,336-docs-crm-crm-profile-.md,0.7025007158517838,390-docs-settings-report-.md,0.702205017209053,373-docs-settings-tool-magento-integration-multistore-support-.md,0.6966877579689026
"What is your favorite cuisine, and do you have any favorite dishes from that cuisine?",0.0342534513158266,288-docs-assets-events-event-reference-items-.md,0.0267343067395276,276-docs-assets-events-.md,0.0141206122055284,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7209481596946716,390-docs-settings-report-.md,0.7202160209417343,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.5197103999283945
"If you could meet any historical figure, living or deceased, who would it be and why?",0.059800701168104,323-docs-predictions-predictions-introduction-.md,0.0533197261164845,329-docs-predictions-previewing-predictions-.md,0.0414073070770935,241-docs-campaign-screen-views-whats-new-.md,0.7109705060720444,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7012662142515182,390-docs-settings-report-.md,0.6997963041067123
"Are you a sports fan, and if so, which sports do you enjoy watching or playing?",0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7253828793764114,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7168980240821838,374-docs-settings-tool-woocommerce-integration-.md,0.7116872817277908
What is your dream job?,0.013405197161057,372-docs-settings-tool-magento-integration-.md,0.0110480240494806,373-docs-settings-tool-magento-integration-multistore-support-.md,0.0,99-docs-automation-triggers-.md,0.7524962425231934,248-docs-campaign-promotions-creating-promotions-.md,0.7450223118066788,364-docs-settings-identity-access-management-single-sign-on-tutorials-setup-sso-azure-ad-.md,0.7410023957490921
What is one thing on your bucket list?,0.2706840287229882,138-docs-automation-integration-amazon-s3-bucket-get-file-amazon-s3-bucket-.md,0.2665557556178727,139-docs-automation-integration-amazon-s3-bucket-send-file-amazon-s3-bucket-.md,0.1135418041881014,163-docs-automation-integration-google-cloud-storage-get-file-from-gcs-.md,0.7951306104660034,279-docs-assets-events-adding-event-parameters-.md,0.7843130528926849,254-docs-campaign-recommendations-v2-recommendation-types-.md,0.7843130528926849
"If you could meet any fictional character, who would it be and why?",0.0922167299779611,302-docs-assets-imports-importing-custom-events-.md,0.0880512223581149,173-docs-automation-integration-sftp-integrations-sftp-get-file-.md,0.0849331112913025,167-docs-automation-integration-http-integrations-http-send-file-.md,0.7205702215433121,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7114055007696152,275-docs-assets-customer-properties-.md,0.5139038634869664
"If you could go back in time and witness any historical event, which one would you choose?",0.137488222899696,91-docs-analytics-i_profile-filter-.md,0.1280422494501915,277-docs-assets-events-introduction-to-events-.md,0.1157098472897124,276-docs-assets-events-.md,0.7592421472072601,91-docs-analytics-i_profile-filter-.md,0.7499445080757141,277-docs-assets-events-introduction-to-events-.md,0.5930390230668081
What is your ideal way to spend a weekend?,0.0613670942986808,245-docs-campaign-promotions-.md,0.0525720365224394,123-docs-automation-actions-send-email-.md,0.0254268248860527,246-docs-campaign-promotions-introduction-to-promotions-.md,0.7162451595067978,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7087443917989731,114-docs-automation-flow-control-optimize-time-.md,0.5377559993620529
"Have you ever been skydiving? If so, how was the experience?",0.0510107621335224,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0472798888428193,0-docs-ai-search-introduction-to-ai-search-.md,0.0290199721573191,62-docs-analytics-sankey-charts-.md,0.6802987456321716,390-docs-settings-report-.md,0.6706216335296631,357-docs-settings-identity-access-management-access-control-single-sign-on-.md,0.6665525287389755
What is one skill or hobby you've always wanted to learn?,0.0854405791200551,15-docs-analytics-.md,0.0732394568589524,281-docs-assets-events-importing-events-.md,0.0687817596828505,201-docs-campaign-.md,0.7499127089977264,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7351278513669968,15-docs-analytics-.md,0.7161673456430435
Who is your biggest celebrity crush?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7187370359897614,11-docs-ai-search-ai-search-statistics-.md,0.7150976210832596,338-docs-crm-adding-events-in-customer-cards-.md,0.7056171894073486
"If you could travel back in time, what era would you choose to visit and why?",0.0992425129431164,91-docs-analytics-i_profile-filter-.md,0.0755130269234403,102-docs-automation-triggers-client-event-node-.md,0.0732394740096284,92-docs-analytics-i_events-parameter-operators-.md,0.7363347262144089,104-docs-automation-triggers-scheduled-run-.md,0.7209848463535309,390-docs-settings-report-.md,0.7207990288734436
"Have you ever been skydiving or bungee jumping? If so, how was the experience?",0.0380496907582999,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0352667765450586,0-docs-ai-search-introduction-to-ai-search-.md,0.0216464314630348,62-docs-analytics-sankey-charts-.md,0.6859441101551056,390-docs-settings-report-.md,0.6669459939002991,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6658033132553101
"If you could travel to any destination in the world, where would you go and why?",0.0819593455004344,169-docs-automation-integration-microsoft-teams-.md,0.0709949502811722,176-docs-automation-integration-slack-.md,0.0450682579200275,241-docs-campaign-screen-views-whats-new-.md,0.7197930663824081,104-docs-automation-triggers-scheduled-run-.md,0.7420154213905334,1-docs-ai-search-configuring-ai-search-.md,0.7123169004917145
What is your favorite book or movie of all time and why?,0.0840213862924386,114-docs-automation-flow-control-optimize-time-.md,0.0673857419285277,389-docs-settings-configuration-time-optimizer-.md,0.0479964436397987,104-docs-automation-triggers-scheduled-run-.md,0.7470889687538147,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7091489732265472,104-docs-automation-triggers-scheduled-run-.md,0.5158772245796048
"What is your favorite cuisine, and do you have a go-to restaurant for it?",0.0244777946581643,288-docs-assets-events-event-reference-items-.md,0.0191045528424219,276-docs-assets-events-.md,0.0100907042279501,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.715961217880249,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7137820720672607,390-docs-settings-report-.md,0.5158675658697867
"If you could have a conversation with any historical figure, who would it be and why?",0.1567304143903173,151-docs-automation-integration-google-ads-google-ads-send-offline-conversions-.md,0.1445998417183117,329-docs-predictions-previewing-predictions-.md,0.0737894683864802,323-docs-predictions-predictions-introduction-.md,0.728261724114418,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7122241407632828,390-docs-settings-report-.md,0.7011578232049942
"Have you ever seen a live concert or performance? If so, who did you see?",0.0475692556747814,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.0466261103221973,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0445402049816073,367-docs-settings-tool-tracking_codes-.md,0.6962427943944931,390-docs-settings-report-.md,0.692729726433754,277-docs-assets-events-introduction-to-events-.md,0.5044871410610396
"Have you ever lived or traveled abroad? If so, where?",0.0238520930065074,373-docs-settings-tool-magento-integration-multistore-support-.md,0.0143224084470993,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.0117020531202693,7-docs-ai-search-configuring-ai-search-index-settings-define-attributes-.md,0.7176517397165298,390-docs-settings-report-.md,0.6907498985528946,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5040296603412373
What's your favorite book or book series?,0.024035399221668,64-docs-analytics-sankey-charts-creating-sankey-charts-.md,0.019688365919487,288-docs-assets-events-event-reference-items-.md,0.0157977639700439,4-docs-ai-search-configuring-ai-search-query-rules-.md,0.7486268132925034,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7419774830341339,279-docs-assets-events-adding-event-parameters-.md,0.7319135814905167
Do you enjoy watching sports? Which ones do you follow?,0.0274538787137663,133-docs-automation-actions-synerise-integrations-import-transactions-.md,0.0257925202511915,130-docs-automation-actions-synerise-integrations-import-customers-.md,0.0221465913950835,131-docs-automation-actions-synerise-integrations-import-events-.md,0.7241826802492142,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7017289251089096,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5013286389195744
Have you ever tried any extreme sports or adrenaline-inducing activities?,0.0482366348936561,96-docs-automation-introduction-to-automation-.md,0.0308041454038011,101-docs-automation-triggers-audience-node-.md,0.0286244299018591,336-docs-crm-crm-profile-.md,0.6996867656707764,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6922336369752884,390-docs-settings-report-.md,0.6871921271085739
Have you ever attended a music festival or a live concert? Who did you see perform?,0.0335097548452685,367-docs-settings-tool-tracking_codes-.md,0.0258567246244108,76-docs-analytics-geoanalytics-previewing-geoanalytics-.md,0.0254900641911694,52-docs-analytics-histograms-previewing-histograms-.md,0.7143850773572922,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7305450141429901,221-docs-campaign-Mobile-first_run_message-.md,0.7232655584812164
What is your favorite type of weather and why?,0.6147087244316726,180-docs-automation-integration-weatherapi-.md,0.5194111221898621,181-docs-automation-integration-weatherapi-get-weather-information-.md,0.0850523133569663,137-docs-automation-integration-.md,0.750364750623703,181-docs-automation-integration-weatherapi-get-weather-information-.md,0.7503200471401215,180-docs-automation-integration-weatherapi-.md,0.7501750290393829
What is the best vacation you've ever taken?,0.0508352736034375,114-docs-automation-flow-control-optimize-time-.md,0.0349157786548692,386-docs-settings-configuration-templates-.md,0.0300794554480768,390-docs-settings-report-.md,0.740862712264061,101-docs-automation-triggers-audience-node-.md,0.7011644691228867,335-docs-crm-client-list-.md,0.7005968689918518
Which season do you prefer: summer or winter?,0.0585261533533442,178-docs-automation-integration-trustmate-.md,0.0546052090212458,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0445263443660341,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.7240892201662064,107-docs-automation-conditions-client-filter-node-.md,0.7225403040647507,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7181688249111176
"Do you enjoy watching sports, and if so, which is your favorite?",0.0244777946581643,288-docs-assets-events-event-reference-items-.md,0.0191045528424219,276-docs-assets-events-.md,0.0100907042279501,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7147757560014725,373-docs-settings-tool-magento-integration-multistore-support-.md,0.6960584819316864,15-docs-analytics-.md,0.4961193462493849
"Have you ever traveled to a different continent, and if so, which one was your favorite?",0.0303603925786795,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.0236596507210353,288-docs-assets-events-event-reference-items-.md,0.0220271198657641,37-docs-analytics-trends-introduction-to-trends-.md,0.6968625038862228,390-docs-settings-report-.md,0.6807903945446014,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.4638320819811925
"Have you ever been to a music festival, and if so, which one was your favorite?",0.0242292409917076,288-docs-assets-events-event-reference-items-.md,0.0189105604210737,276-docs-assets-events-.md,0.0137053545592903,104-docs-automation-triggers-scheduled-run-.md,0.7283002585172653,373-docs-settings-tool-magento-integration-multistore-support-.md,0.706169992685318,269-docs-assets-.md,0.700225442647934
What is your favorite type of music or band?,0.037859791950089,288-docs-assets-events-event-reference-items-.md,0.0225790834928597,92-docs-analytics-i_events-parameter-operators-.md,0.0222030149999414,276-docs-assets-events-.md,0.7295453399419785,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.72496098279953,268-docs-campaign-inserts-.md,0.5436201742024886
What is your go-to movie when you need a good laugh?,0.0454776818411838,235-docs-campaign-Webpush-introduction-to-webpush-.md,0.0347659007840915,234-docs-campaign-Webpush-.md,0.0266777031614575,106-docs-automation-conditions-abx-split-node-.md,0.6978331506252289,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7220999449491501,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.6970665007829666
Have you ever participated in a marathon or any other type of race?,0.0247402944808516,275-docs-assets-customer-properties-.md,0.0208047649889285,109-docs-automation-conditions-client-event-filter-node-.md,0.0192480627115191,97-docs-automation-automation-dictionary-.md,0.7117026895284653,373-docs-settings-tool-magento-integration-multistore-support-.md,0.6994652152061462,390-docs-settings-report-.md,0.508536006066433
"If you could have a conversation with anyone, dead or alive, who would it be and why?",0.1202850705446403,151-docs-automation-integration-google-ads-google-ads-send-offline-conversions-.md,0.0766247232229239,329-docs-predictions-previewing-predictions-.md,0.0555410436588433,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.7261782586574554,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7048139274120331,243-docs-campaign-screen-views-creating-screen-views-.md,0.7023520469665527
What is your preferred method of relaxation?,0.0984625965569561,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0867540177061812,301-docs-assets-imports-introduction-to-imports-.md,0.0704758476193581,167-docs-automation-integration-http-integrations-http-send-file-.md,0.7240366190671921,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7217442244291306,189-docs-automation-data-transformation-and-imports-transformations-and-data-operators-add-column-.md,0.7209710329771042
What is the most memorable concert or live event you have attended?,0.1086368174356928,276-docs-assets-events-.md,0.097680767792378,277-docs-assets-events-introduction-to-events-.md,0.0928177313572704,278-docs-assets-events-event-definitions-.md,0.7479883134365082,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7386305183172226,91-docs-analytics-i_profile-filter-.md,0.5714072634554168
How do you handle stress in your daily life?,0.0483863160897041,5-docs-ai-search-configuring-ai-search-index-settings-.md,0.040719413758018,127-docs-automation-actions-send-webpush-node-.md,0.0396983312095741,6-docs-ai-search-configuring-ai-search-index-settings-define-ranking-and-typos-handling-.md,0.7352966517210007,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7328615486621857,390-docs-settings-report-.md,0.7290044724941254
What are some of the most popular tourist destinations in the world?,0.0899532608710803,169-docs-automation-integration-microsoft-teams-.md,0.0779194519450844,176-docs-automation-integration-slack-.md,0.0685906227416729,11-docs-ai-search-ai-search-statistics-.md,0.7548509538173676,390-docs-settings-report-.md,0.7853800058364868,1-docs-ai-search-configuring-ai-search-.md,0.774072527885437
How does water evaporate and form clouds?,0.2220787691547161,162-docs-automation-integration-google-cloud-storage-.md,0.1951506482081883,157-docs-automation-integration-google-cloud-pubsub-.md,0.157168983911956,164-docs-automation-integration-google-cloud-storage-send-file-to-gcp-.md,0.7630769610404968,25-docs-analytics-funnels-creating-funnels-.md,0.7517338991165161,11-docs-ai-search-ai-search-statistics-.md,0.7448129802942276
Can you recommend some classic novels that everyone should read?,0.1274558076460271,281-docs-assets-events-importing-events-.md,0.1244282828762023,250-docs-campaign-recommendations-v2-.md,0.1237890612940583,262-docs-campaign-recommendations-v2-distributing-recommendations-.md,0.7615423202514648,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7154490947723389,390-docs-settings-report-.md,0.5245791517618521
What is the process of photosynthesis and how does it help plants?,0.0394444803348794,325-docs-predictions-predictions-quickstart-.md,0.0369801914522233,205-docs-campaign-e-mail-other-configurations-.md,0.0367305545226099,113-docs-automation-flow-control-.md,0.7600728869438171,129-docs-automation-actions-synerise-integrations-.md,0.7501123547554016,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7486763596534729
What are some ways to reduce plastic waste and promote environmental sustainability?,0.1772264573974269,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.1763798176333913,249-docs-campaign-promotions-managing-promotions-.md,0.1723883172231965,245-docs-campaign-promotions-.md,0.7299021184444427,96-docs-automation-introduction-to-automation-.md,0.7239245176315308,114-docs-automation-flow-control-optimize-time-.md,0.723484143614769
How do electric cars work and what are their benefits compared to traditional vehicles?,0.0639999665194965,50-docs-analytics-histograms-introduction-to-histograms-.md,0.0566414709563329,16-docs-analytics-analytics-dashboard-.md,0.0507753690305043,49-docs-analytics-histograms-.md,0.7293729335069656,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.7232581675052643,144-docs-automation-integration-facebook-send-custom-audience-.md,0.721099466085434
